_id,Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude,Crash_Latitude,Crash_Street,Crash_Street_Intersecting,State_Road_Name,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,DCA_Key_Approach_Dir,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other
369146,369146,Fatal,2008,June,Monday,11,Angle,Multi-Vehicle,147.398686925656,-19.5795208341465,Drysdale St,,,Ayr,Burdekin Shire,4807,Ayr,Townsville,Northern,Northern,North Queensland,Ayr,Charters Towers - Ayr - Ingham,Townsville,Outer Regional,Burdekin,Dawson,Locally-controlled,Railway Crossing,Railway - lights only,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,903,Pass & Misc: Hit Train,11: Train,E,1,0,0,0,1,1,0,0,0,0,0,1
369169,369169,Fatal,2007,June,Tuesday,18,Hit pedestrian,Hit pedestrian,153.470812212733,-28.1182536302002,Gold Coast Hwy,,Gold Coast Highway (Broadbeach - Coolangatta),Palm Beach,Gold Coast City,4221,Palm Beach,Gold Coast,South Eastern,SEQ South,South Coast,Palm Beach,Coolangatta,Gold Coast,Major Cities,Burleigh,Mcpherson,State-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Wet,Raining,Darkness - Lighted,Straight,Level,001,Pedn: Near Side Vehicle Hit From Right,12: Pedestrian,E,1,0,0,0,1,1,0,0,0,0,1,0
369190,369190,Fatal,2007,December,Saturday,22,Hit pedestrian,Hit pedestrian,152.957560014508,-26.6366301925646,Elizabeth St,,,Nambour,Sunshine Coast Region,4560,Nambour,Sunshine Coast,North Coast,SEQ North,North Coast,Nambour,Nambour,Sunshine Coast,Major Cities,Nicklin,Fairfax,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Crest,004,Pedn: Play; Work; Stand; Lie On Cway,12: Pedestrian,S,1,0,0,0,1,1,0,0,0,0,1,0
369193,369193,Fatal,2007,December,Saturday,4,Fall from vehicle,Single Vehicle,153.29084131368,-27.8220286585548,Pacific Hwy Off Ramp,,Pacific Highway (Pacific Motorway),Pimpama,Gold Coast City,4209,Coomera,Gold Coast,South Eastern,SEQ South,South Coast,Pimpama,Ormeau - Oxenford,Gold Coast,Major Cities,Coomera,Forde,State-controlled,Intersection - Interchange,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Dawn/Dusk,Curved - view open,Grade,805,Off Path-Curve: Out Of Control On Cway,20: Out of Control on Curve,N,1,0,0,0,1,0,1,0,0,0,0,0
369258,369258,Fatal,2008,April,Tuesday,5,Collision - miscellaneous,Other,146.020871471721,-17.5708044992969,Innisfail - Japoon Rd,,Innisfail - Japoon Road,Stockton,Cassowary Coast Region,4871,South Johnstone,Far North,Far Northern,Northern,North Queensland,Johnstone,Innisfail - Cassowary Coast,Cairns,Outer Regional,Hill,Kennedy,State-controlled,Railway Crossing,No traffic control,80 - 90 km/h,Sealed - Wet,Clear,Dawn/Dusk,Straight,Level,600,Vehs On Path: Other,21: Other,N,1,0,0,0,1,0,0,0,0,1,0,0
369355,369355,Fatal,2007,November,Sunday,8,Angle,Multi-Vehicle,153.267559641462,-27.8044859000563,Pacific Hwy Serv Rd On/Off Ramp,Pacific Hwy Service Rd,,Pimpama,Gold Coast City,4209,Coomera,Gold Coast,South Eastern,SEQ South,South Coast,Pimpama,Ormeau - Oxenford,Gold Coast,Major Cities,Coomera,Fadden,Locally-controlled,Intersection - Interchange,Give way sign,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,104,Vehs Adjacent Approach: Thru-Right,01: Intersection: Adjacent Approach,E,1,0,0,0,1,1,1,0,0,0,0,0
369581,369581,Fatal,2008,April,Friday,19,Head-on,Multi-Vehicle,152.368462545317,-27.0168904023096,Brisbane Valley Hwy,,Brisbane Valley Highway (Ipswich - Harlin),Yimbun,Somerset Region,4313,Toogoolawah,Ipswich,Southern,SEQ North,North Coast,Esk,Ipswich Hinterland,Ipswich,Inner Regional,Nanango,Blair,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Dip,201,Vehs Opposite Approach: Head On,02: Head-on,S,1,2,0,0,3,2,0,1,0,0,0,0
369927,369927,Fatal,2007,June,Friday,16,Angle,Multi-Vehicle,153.024172223181,-27.1927204636731,Bailey Rd,Deception Bay Rd,Deception Bay Road,Deception Bay,Moreton Bay Region,4508,Deception Bay,Moreton,North Coast,SEQ North,North Coast,Deception Bay,Narangba - Burpengary,Moreton Bay - North,Major Cities,Bancroft,Petrie,State-controlled,Intersection - T-Junction,Operating traffic lights,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Vehs Opposite Approach: Thru-Right,03: Opposing Vehicles Turning,W,1,0,0,1,2,1,1,0,0,0,0,0
369929,369929,Fatal,2007,June,Saturday,2,Rear-end,Multi-Vehicle,145.461708538113,-16.4816387135607,Wharf St,,,Port Douglas,Douglas Shire,4877,Port Douglas,Far North,Far Northern,Northern,North Queensland,Port Douglas,Port Douglas - Daintree,Cairns,Outer Regional,Cook,Leichhardt,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,301,Vehs Same Direction: Rear End,04: Rear-end,S,1,1,0,0,2,1,0,0,0,1,1,0
370234,370234,Fatal,2008,June,Sunday,7,Hit parked vehicle,Single Vehicle,151.93051277536,-26.2375111046488,Bunya Hwy,,Bunya Highway (Kingaroy - Goomeri),Murgon,South Burnett Region,4605,Murgon,Darling Downs,Southern,Southern,Southern Queensland,Kingaroy Region - North,Burnett,Wide Bay,Inner Regional,Nanango,Wide Bay,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,N,1,0,0,0,1,1,0,0,0,0,0,1
370238,370238,Fatal,2008,June,Saturday,0,Hit parked vehicle,Single Vehicle,152.8625396727,-26.2597904970492,Sister Tree Ck Rd,,,Kin Kin,Noosa Shire,4571,Pomona,Sunshine Coast,North Coast,SEQ North,North Coast,Noosa Hinterland,Noosa Hinterland,Sunshine Coast,Inner Regional,Noosa,Wide Bay,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Crest,704,Off Path-Straight: Right Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,W,1,0,0,0,1,1,0,1,0,0,0,0
370258,370258,Fatal,2008,March,Friday,17,Hit object,Single Vehicle,152.115676709224,-24.7408383283697,Bundaberg - Lowmead Rd,,Bundaberg - Miriam Vale Road,Avondale,Bundaberg Region,4670,South Kolan,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Bundaberg Region - North,Bundaberg,Wide Bay,Inner Regional,Burnett,Flynn,State-controlled,Bridge/Causeway,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,N,1,0,0,0,1,1,0,0,0,0,0,0
370269,370269,Fatal,2008,March,Sunday,7,Overturned,Single Vehicle,152.592900743303,-25.8197503277604,Bruce Hwy,,Bruce Highway (Gympie - Maryborough),Bauple,Fraser Coast Region,4650,Tiaro,Wide Bay Burnett,North Coast,Southern,Southern Queensland,Maryborough Region - South,Maryborough,Wide Bay,Inner Regional,Gympie,Wide Bay,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,702,Off Path-Straight: Right Off Cway,15: Off Carriageway on Straight,N,1,0,0,0,1,1,0,0,0,0,0,0
370270,370270,Fatal,2008,March,Sunday,14,Head-on,Multi-Vehicle,145.924626755462,-17.3457249214954,Bruce Hwy,,Bruce Highway (Innisfail - Cairns),Babinda,Cairns Region,4861,Babinda,Far North,Far Northern,Northern,North Queensland,Babinda,Innisfail - Cassowary Coast,Cairns,Outer Regional,Hill,Kennedy,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Wet,Clear,Daylight,Curved - view open,Level,201,Vehs Opposite Approach: Head On,02: Head-on,N,2,1,0,0,3,2,0,0,0,0,0,0
370275,370275,Fatal,2007,July,Sunday,3,Hit object,Single Vehicle,153.023394653518,-27.5242847872207,Black St,Ipswich Rd,,Moorooka,Brisbane City,4105,Moorooka,South Brisbane,Brisbane,SEQ South,Metropolitan,Yeronga,Holland Park - Yeronga,Brisbane - South,Major Cities,Miller,Moreton,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Grade,201,Vehs Opposite Approach: Head On,02: Head-on,S,1,2,0,0,3,2,0,0,0,0,0,0
370398,370398,Fatal,2008,September,Tuesday,21,Angle,Multi-Vehicle,152.961863813141,-26.644076049055,Mckenzie Rd,Nambour Connection Rd,Nambour Connection Road,Woombye,Sunshine Coast Region,4559,Nambour,Sunshine Coast,North Coast,SEQ North,North Coast,Nambour,Nambour,Sunshine Coast,Major Cities,Nicklin,Fairfax,State-controlled,Intersection - T-Junction,Give way sign,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Grade,104,Vehs Adjacent Approach: Thru-Right,01: Intersection: Adjacent Approach,N,1,1,0,0,2,2,0,0,0,0,0,0
370405,370405,Fatal,2008,September,Saturday,2,Hit object,Single Vehicle,153.099005228242,-26.4571305553232,David Low Way,Mahogany Dr,,Marcus Beach,Noosa Shire,4573,Coolum,Sunshine Coast,North Coast,SEQ North,North Coast,Peregian Beach - Marcus Beach,Noosa,Sunshine Coast,Major Cities,Noosa,Wide Bay,Locally-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Dip,703,Off Path-Straight: Left Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,S,1,0,0,0,1,0,1,0,0,0,0,0
370487,370487,Fatal,2008,April,Sunday,3,Hit object,Single Vehicle,146.276285051054,-20.0963069030934,Bluff Rd,,,Millchester,Charters Towers Region,4820,Charters Towers,Townsville,Northern,Northern,North Queensland,Charters Towers,Charters Towers - Ayr - Ingham,Townsville,Outer Regional,Traeger,Kennedy,Locally-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,S,1,0,0,0,1,1,0,0,0,0,0,0
370727,370727,Fatal,2007,May,Tuesday,14,Head-on,Multi-Vehicle,145.61995968804,-16.6998502804521,Captain Cook Hwy,,Captain Cook Highway (Cairns - Mossman),Wangetti,Douglas Shire,4877,Smithfield,Far North,Far Northern,Northern,North Queensland,Port Douglas,Port Douglas - Daintree,Cairns,Outer Regional,Cook,Leichhardt,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,201,Vehs Opposite Approach: Head On,02: Head-on,S,1,0,0,0,1,0,1,0,1,0,0,0
370730,370730,Fatal,2007,May,Tuesday,11,Sideswipe,Multi-Vehicle,147.408153778412,-28.0231498331129,Balonne Hwy,,Balonne Highway (Bollon - Cunnamulla),Bollon,Balonne Shire,4488,Bollon,South West,Southern,Southern,Southern Queensland,Balonne,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Very Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,500,Vehs Overtaking: Other,21: Other,W,1,0,1,2,4,2,0,0,0,0,0,0
370732,370732,Fatal,2007,June,Sunday,15,Fall from vehicle,Single Vehicle,151.259894644379,-27.1939221417353,Branch Ck Rd,,,Dalby,Western Downs Region,4405,Dalby,South West,Southern,Southern,Southern Queensland,Wambo,Darling Downs - East,Darling Downs - Maranoa,Inner Regional,Warrego,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,805,Off Path-Curve: Out Of Control On Cway,20: Out of Control on Curve,S,1,0,0,0,1,0,1,0,0,0,0,0
370753,370753,Fatal,2008,August,Friday,23,Hit object,Single Vehicle,152.401228806763,-27.5962046840972,Laidley - Plainland Rd,,Laidley - Plainland Road,Laidley North,Lockyer Valley Region,4341,Laidley,Darling Downs,Southern,SEQ South,Southern Queensland,Lockyer Valley - East,Ipswich Hinterland,Ipswich,Inner Regional,Lockyer,Wright,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Grade,703,Off Path-Straight: Left Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,N,1,0,0,0,1,1,0,0,0,0,0,0
370976,370976,Fatal,2008,June,Monday,4,Hit object,Single Vehicle,153.483891061777,-28.1452906747483,Pacific Hwy,,Pacific Highway (Pacific Motorway),Currumbin,Gold Coast City,4223,Coolangatta,Gold Coast,South Eastern,SEQ South,South Coast,Currumbin - Tugun,Coolangatta,Gold Coast,Major Cities,Currumbin,Mcpherson,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view obscured,Grade,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,E,1,0,0,0,1,0,1,0,0,0,0,0
371066,371066,Fatal,2008,May,Friday,23,Hit pedestrian,Hit pedestrian,153.315674444976,-27.8843005195647,Pacific Hwy,,Pacific Highway (Pacific Motorway),Helensvale,Gold Coast City,4212,Coomera,Gold Coast,South Eastern,SEQ South,South Coast,Helensvale,Ormeau - Oxenford,Gold Coast,Major Cities,Theodore,Fadden,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,001,Pedn: Near Side Vehicle Hit From Right,12: Pedestrian,S,1,0,0,0,1,2,0,0,0,0,1,0
371388,371388,Fatal,2008,January,Sunday,9,Angle,Multi-Vehicle,149.409879877028,-21.9093648639578,Bruce Hwy,Music St,Bruce Highway (St Lawrence - Mackay),Carmila,Isaac Region,4739,Carmila,Mackay,Central,Central,Central Queensland,Broadsound - Nebo,Bowen Basin - North,Mackay - Isaac - Whitsunday,Outer Regional,Mirani,Capricornia,State-controlled,Intersection - Cross,Stop sign,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,104,Vehs Adjacent Approach: Thru-Right,01: Intersection: Adjacent Approach,W,1,1,0,0,2,1,0,1,0,0,0,0
371393,371393,Fatal,2008,January,Sunday,22,Angle,Multi-Vehicle,147.448230920597,-19.7111198671034,Bruce Hwy,Homestead Rd,Bruce Highway (Bowen - Ayr),Inkerman,Burdekin Shire,4806,Home Hill,Townsville,Northern,Northern,North Queensland,Burdekin,Charters Towers - Ayr - Ingham,Townsville,Outer Regional,Burdekin,Dawson,State-controlled,Intersection - Cross,Give way sign,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,101,Vehs Adjacent Approach: Thru-Thru,01: Intersection: Adjacent Approach,W,1,0,0,0,1,2,0,0,0,0,0,0
371408,371408,Fatal,2008,June,Thursday,16,Head-on,Multi-Vehicle,146.135439049549,-18.4034793026213,Bruce Hwy,,Bruce Highway (Ingham - Innisfail),Damper Creek,Cassowary Coast Region,4849,Cardwell,Far North,Far Northern,Northern,North Queensland,Tully,Innisfail - Cassowary Coast,Cairns,Remote,Hinchinbrook,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,201,Vehs Opposite Approach: Head On,02: Head-on,N,2,2,1,0,5,1,0,1,0,0,0,0
371489,371489,Fatal,2007,July,Thursday,11,Hit object,Single Vehicle,153.194030729041,-28.0185947122978,Beaudesert - Nerang Rd,,Beaudesert - Nerang Road,Witheren,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,W,1,0,0,0,1,1,0,0,0,0,0,0
371543,371543,Fatal,2008,June,Tuesday,14,Hit pedestrian,Hit pedestrian,148.156012134885,-23.5133530267808,Gregory Hwy,,Gregory Highway (Emerald - Clermont),Emerald,Central Highlands Region,4720,Emerald,Capricornia,Central,Central,Central Queensland,Emerald,Central Highlands (qld),Central Queensland,Outer Regional,Gregory,Flynn,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,003,Pedn: Far Side Vehicle Hit From Left,12: Pedestrian,W,1,0,0,0,1,1,0,0,0,0,1,0
371637,371637,Fatal,2008,August,Saturday,5,Angle,Multi-Vehicle,151.242253521692,-23.855552881145,Cook St,Palm Dr,,West Gladstone,Gladstone Region,4680,Gladstone,Capricornia,Central,Central,Central Queensland,West Gladstone,Gladstone,Central Queensland,Inner Regional,Gladstone,Flynn,Locally-controlled,Intersection - T-Junction,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,202,Vehs Opposite Approach: Thru-Right,03: Opposing Vehicles Turning,N,1,0,0,0,1,1,1,0,0,0,0,0
371715,371715,Fatal,2014,January,Monday,20,Hit pedestrian,Hit pedestrian,145.755618931298,-19.8174365463716,Fletcher Vale - Wando Vale Rd,,,Basalt,Charters Towers Region,4820,Charters Towers,Townsville,Northern,Northern,North Queensland,Dalrymple,Charters Towers - Ayr - Ingham,Townsville,Remote,Traeger,Kennedy,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Darkness - Not lighted,Straight,Level,000,Pedn: Hit Other,21: Other,W,1,0,0,0,1,1,0,0,0,0,1,0
371716,371716,Fatal,2014,January,Tuesday,1,Hit parked vehicle,Single Vehicle,146.748446221376,-19.3094980953515,Ross River Rd,,Ross River Road,Cranbrook,Townsville City,4814,Kirwan,Townsville,Northern,Northern,North Queensland,Cranbrook,Townsville,Townsville,Outer Regional,Mundingburra,Herbert,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,E,1,5,1,0,7,2,0,0,0,0,0,0
371717,371717,Fatal,2014,January,Wednesday,3,Hit object,Single Vehicle,151.923578932558,-28.4092493161225,New England Hwy,,New England Highway (Warwick - Wallangarra),Dalveen,Southern Downs Region,4374,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Southern Downs - West,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,N,1,0,0,0,1,0,0,1,0,0,0,0
371718,371718,Fatal,2014,January,Monday,16,Angle,Multi-Vehicle,151.818027684058,-26.3718682739473,Bunya Hwy,Chinchilla - Wondai Rd,Bunya Highway (Kingaroy - Goomeri),Tingoora,South Burnett Region,4608,Wondai,Darling Downs,Southern,Southern,Southern Queensland,Kingaroy Region - North,Burnett,Wide Bay,Outer Regional,Nanango,Flynn,State-controlled,Intersection - T-Junction,Give way sign,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,107,Vehs Adjacent Approach: Thru-Left,01: Intersection: Adjacent Approach,N,1,1,1,0,3,2,0,0,0,0,0,0
371719,371719,Fatal,2014,January,Friday,17,Hit object,Single Vehicle,153.261153404782,-27.7449581889383,Burnside Rd,,,Gilberton,Gold Coast City,4208,Coomera,Gold Coast,South Eastern,SEQ South,South Coast,Ormeau - Yatala,Ormeau - Oxenford,Gold Coast,Major Cities,Coomera,Fadden,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Raining,Darkness - Not lighted,Curved - view obscured,Grade,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,19: Off Carriageway on Curve Hit Object,N,1,0,0,0,1,0,1,0,0,0,0,0
371720,371720,Fatal,2014,January,Sunday,4,Rear-end,Multi-Vehicle,151.949200077251,-27.5851278051454,New England Hwy,,New England Highway (Toowoomba - Warwick),Kearneys Spring,Toowoomba Region,4350,Toowoomba,Darling Downs,Southern,Southern,Southern Queensland,Darling Heights,Toowoomba,Toowoomba,Inner Regional,Toowoomba South,Groom,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Crest,301,Vehs Same Direction: Rear End,04: Rear-end,S,2,1,0,0,3,2,0,0,0,0,0,0
371721,371721,Fatal,2014,January,Friday,10,Head-on,Multi-Vehicle,151.820645168054,-27.6116938160268,Gore Hwy,,Toowoomba - Athol Road,Westbrook,Toowoomba Region,4350,Drayton,Darling Downs,Southern,Southern,Southern Queensland,Toowoomba - West,Toowoomba,Toowoomba,Inner Regional,Condamine,Groom,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,201,Vehs Opposite Approach: Head On,02: Head-on,W,1,1,0,0,2,1,0,1,0,0,0,0
371722,371722,Fatal,2014,January,Friday,15,Head-on,Multi-Vehicle,153.003102650529,-27.0400947783464,Pumicestone Rd,,Pumicestone Road,Elimbah,Moreton Bay Region,4516,Caboolture,Moreton,North Coast,SEQ North,North Coast,Elimbah,Caboolture,Moreton Bay - North,Major Cities,Pumicestone,Longman,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,201,Vehs Opposite Approach: Head On,02: Head-on,W,1,2,0,2,5,3,0,0,0,0,0,0
371763,371763,Fatal,2014,February,Thursday,13,Head-on,Multi-Vehicle,151.961757096293,-28.5062530955458,New England Hwy,,New England Highway (Warwick - Wallangarra),Dalveen,Southern Downs Region,4374,Stanthorpe,Darling Downs,Southern,Southern,Southern Queensland,Southern Downs - West,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,201,Vehs Opposite Approach: Head On,02: Head-on,N,1,0,0,0,1,1,0,1,0,0,0,0
371764,371764,Fatal,2014,February,Saturday,22,Head-on,Multi-Vehicle,152.938965487822,-27.6257355575605,Cobalt St,,,Carole Park,Ipswich City,4300,Goodna,Ipswich,Southern,SEQ South,Metropolitan,Carole Park,Springfield - Redbank,Ipswich,Major Cities,Jordan,Oxley,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,501,Vehs Overtaking: Head On,02: Head-on,S,1,0,0,0,1,1,1,0,0,0,0,0
371765,371765,Fatal,2014,February,Tuesday,14,Hit object,Single Vehicle,148.341703442263,-28.5999149690447,Castlereagh Hwy,,Castlereagh Highway (St George - Hebel),Dirranbandi,Balonne Shire,4486,Dirranbandi,South West,Southern,Southern,Southern Queensland,Balonne,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Very Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,16: Off Carriageway on Straight Hit Object,E,1,1,0,0,2,1,0,0,0,0,0,0
371766,371766,Fatal,2014,February,Sunday,12,Head-on,Multi-Vehicle,151.990074549951,-28.2800049645147,New England Hwy,,New England Highway (Warwick - Wallangarra),The Glen,Southern Downs Region,4370,Warwick,Darling Downs,Southern,Southern,Southern Queensland,Warwick,Granite Belt,Darling Downs - Maranoa,Inner Regional,Southern Downs,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Dip,501,Vehs Overtaking: Head On,02: Head-on,S,1,0,0,0,1,0,1,1,0,0,0,0
371801,371801,Fatal,2014,March,Tuesday,15,Rear-end,Multi-Vehicle,153.117810519265,-27.603911322344,Pacific Hwy,,Pacific Highway (Pacific Motorway),Rochedale South,Logan City,4123,Springwood,Logan,South Eastern,SEQ South,South Coast,Rochedale South - Priestdale,Springwood - Kingston,Logan - Beaudesert,Major Cities,Springwood,Rankin,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,305,Vehs Same Direction: Lane Side Swipe,05: Lane Change,S,1,0,0,0,1,2,1,0,0,0,0,0
371802,371802,Fatal,2014,March,Wednesday,18,Hit object,Single Vehicle,141.754389099999,-17.940697263368,Gulf Developmental Rd,,Gulf Developmental Road (Normanton - Croydon),Blackbull,Croydon Shire,4871,Croydon,Far North,Far Northern,Northern,North Queensland,Croydon - Etheridge,Far North,Queensland - Outback,Very Remote,Traeger,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Curved - view open,Level,800,Off Path-Curve: Other,21: Other,W,1,1,1,0,3,1,0,0,0,0,0,0
371803,371803,Fatal,2014,March,Thursday,23,Head-on,Multi-Vehicle,146.273662509013,-18.9393800561804,Bruce Hwy,,Bruce Highway (Townsville - Ingham),Coolbie,Hinchinbrook Shire,4850,Rollingstone,Townsville,Northern,Northern,North Queensland,Ingham Region,Charters Towers - Ayr - Ingham,Townsville,Outer Regional,Hinchinbrook,Kennedy,State-controlled,No Roadway Feature,Road/Rail worker,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,201,Vehs Opposite Approach: Head On,02: Head-on,S,1,3,0,0,4,1,0,0,0,0,0,1
371804,371804,Fatal,2014,March,Sunday,17,Hit object,Single Vehicle,145.720164370534,-17.0198789552245,Moth Cl,,,Edmonton,Cairns Region,4869,Edmonton,Far North,Far Northern,Northern,North Queensland,Edmonton,Cairns - South,Cairns,Outer Regional,Mulgrave,Kennedy,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,400,Vehs Manoeuvring: Other,21: Other,E,1,0,1,0,2,1,0,0,0,0,0,0
